Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20160721_QEp2_SoDo_SA_LC12-13_RA4-frac4	RA4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11123	80744	0	98234	63254	0	34980	25050	23260	0	1790	25.5	36.77	NaN	5.12	12835	650784	63677	9.78	9617	15.1	98336	44463	43697	45.22	48.61	12698	28.56	+	0.68294	0.96198	0.4898	0.74462	
20160721_QEp2_SoDo_SA_LC12-13_RA4-frac5	RA4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10544	81416	0	97718	65114	0	32604	25228	23518	0	1710	25.82	36.12	NaN	5.24	13352	698976	64820	9.27	9875	15.23	103685	46193	45363	44.55	47.89	13088	28.33	+	0.67702	0.95134	0.48496	0.73233	
20160721_QEp2_SoDo_SA_LC12-13_RA4-frac6	RA4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11287	78256	0	94954	61558	0	33396	24343	22881	0	1462	25.64	37.17	NaN	4.38	12846	647377	61831	9.55	9345	15.11	95909	43625	42880	45.49	48.9	12269	28.12	+	0.68536	0.9645	0.49255	0.74568	
20160721_QEp2_SoDo_SA_LC12-13_RA4-frac7	RA4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11061	79578	0	96180	62976	0	33204	24152	22671	0	1481	25.11	36	NaN	4.46	12874	678293	63289	9.33	9515	15.03	99397	44689	43845	44.96	48.56	12592	28.18	+	0.67996	0.95445	0.48907	0.73818	
20160721_QEp2_SoDo_SA_LC12-13_RA4-frac8	RA4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11587	77386	0	94012	60760	0	33252	22760	21286	0	1474	24.21	35.03	NaN	4.43	12281	677130	61393	9.07	9144	14.89	96544	42954	42116	44.49	48.55	12308	28.65	+	0.66067	0.93178	0.47047	0.71399	
20160721_QEp2_SoDo_SA_LC12-13_RA8	RA8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9487	91238	0	106725	75751	0	30974	38610	36411	0	2199	36.18	48.07	NaN	7.1	21121	797638	73842	9.26	10941	14.82	128789	54741	53730	42.5	46.48	14724	26.9	+	0.72638	1.0252	0.52071	0.78472	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac1	RA8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10403	82239	0	98369	66109	0	32260	25499	24001	0	1498	25.92	36.31	NaN	4.64	12879	727845	65172	8.95	10093	15.49	106158	46567	45656	43.87	47.48	13217	28.38	+	0.69225	0.97315	0.49833	0.75722	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac2	RA8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10662	81805	0	98559	65051	0	33508	26712	24895	0	1817	27.1	38.27	NaN	5.42	13246	711901	63802	8.96	10603	16.62	99914	44744	43966	44.78	47.79	13654	30.52	+	0.69464	0.97841	0.49868	0.75467	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac3	RA8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10559	81892	0	99000	64784	0	34216	25826	24306	0	1520	26.09	37.52	NaN	4.44	12977	693907	64172	9.25	10468	16.31	99311	45045	44006	45.36	48.74	13348	29.63	+	0.68274	0.96005	0.4851	0.7354	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac4	RA8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10649	83151	0	100126	66176	0	33950	26816	25044	0	1772	26.78	37.84	NaN	5.22	13348	693176	65349	9.43	10299	15.76	103197	46213	45358	44.78	48.14	13420	29.04	+	0.68076	0.96173	0.48325	0.7306	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac5	RA8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10229	83485	0	99658	67312	0	32346	25809	24325	0	1484	25.9	36.14	NaN	4.59	13271	700271	66656	9.52	10212	15.32	105694	47647	46700	45.08	48.55	13534	28.4	+	0.67342	0.95911	0.47355	0.72379	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac6	RA8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10515	82078	0	98502	65654	0	32848	25367	23859	0	1508	25.75	36.34	NaN	4.59	12952	679550	65005	9.57	10043	15.45	102919	46448	45560	45.13	48.87	13050	28.1	+	0.68892	0.96938	0.49077	0.73899	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac7	RA8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10700	82845	0	100009	65681	0	34328	26510	24909	0	1601	26.51	37.92	NaN	4.66	13151	704328	65605	9.31	10019	15.27	105304	46603	45686	44.26	47.93	13142	28.2	+	0.6863	0.96967	0.49118	0.74091	
20160721_QEp2_SoDo_SA_LC12-13_RA8-frac8	RA8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11018	80260	0	97225	63295	0	33930	25608	23964	0	1644	26.34	37.86	NaN	4.85	12990	704132	63318	8.99	9843	15.55	101968	44382	43533	43.53	47.54	12857	28.97	+	0.68066	0.96203	0.4861	0.73302	
20160721_QEp2_SoDo_SA_LC12-13_RA8singleShot_1%1ul	RA8test	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8866	89369	0	102894	75844	0	27050	34458	32934	0	1524	33.49	43.42	NaN	5.63	20848	779818	73596	9.44	10272	13.96	126233	56016	55180	44.38	47.31	14319	25.56	+	0.70738	1.0024	0.5052	0.76819	
20160721_QEp2_SoDo_SA_LC12-13_RA8singleShot_1%1ul2	RA8test	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8820	89134	0	102958	75310	0	27648	33957	32401	0	1556	32.98	43.02	NaN	5.63	20554	780300	72985	9.35	10538	14.44	125319	55279	54374	44.11	47.23	14365	25.99	+	0.71029	0.99899	0.50726	0.7644	
20160721_QEp2_SoDo_SA_LC12-13_RA8singleShot_20%1ul	RA8test	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9064	88268	0	101509	75027	0	26482	33635	32132	0	1503	33.13	42.83	NaN	5.68	20407	795773	72780	9.15	10384	14.27	126501	55215	54240	43.65	46.75	14242	25.79	+	0.71197	1.0009	0.50632	0.76367	
20160721_QEp2_SoDo_SA_LC12-13_RA8singleShot_20%1ul2	RA8test	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8920	88159	0	100790	75528	0	25262	33242	31975	0	1267	32.98	42.34	NaN	5.02	20220	793317	72720	9.17	10503	14.44	127778	55609	54501	43.52	47.01	14381	25.86	+	0.70176	0.99002	0.50659	0.76847	
20160721_QEp2_SoDo_SA_LC12-13_RV3	RV3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10615	86797	0	103025	70569	0	32456	35510	33151	0	2359	34.47	46.98	NaN	7.27	18056	761294	68995	9.06	10685	15.49	117255	50214	49254	42.82	46.76	13922	27.73	+	0.71655	1.0059	0.50875	0.76175	
20160721_QEp2_SoDo_SA_LC12-13_RV3cleaned	RV3test	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9509	89816	0	105268	74364	0	30904	33990	32113	0	1877	32.29	43.18	NaN	6.07	17925	750039	71949	9.59	10949	15.22	123857	53212	51790	42.96	48.32	14385	27.03	+	0.72071	1.0172	0.533	0.81048	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac1	RV3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11965	76083	0	93219	58947	0	34272	23792	21960	0	1832	25.52	37.25	NaN	5.35	11206	670738	59112	8.81	9552	16.16	92809	40738	39956	43.89	47.67	12132	29.78	+	0.68838	0.96703	0.49005	0.73536	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac2	RV3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11623	76892	0	93734	60050	0	33684	23814	22242	0	1572	25.41	37.04	NaN	4.67	11480	639435	59873	9.36	9710	16.22	91489	41498	40823	45.36	48.5	12373	29.82	+	0.7013	0.98653	0.49573	0.74792	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac3cleaned	RV3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10822	78837	0	95459	62215	0	33244	21688	20496	0	1192	22.72	32.94	NaN	3.59	11098	658128	61811	9.39	9970	16.13	97335	43381	42301	44.57	49.46	12629	29.11	+	0.68186	0.95156	0.48886	0.73144	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac4	RV3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10963	79901	0	96596	63206	0	33390	22946	21539	0	1407	23.75	34.08	NaN	4.21	11404	673432	62763	9.32	10088	16.07	99380	44159	43131	44.43	48.45	12835	29.07	+	0.66224	0.92316	0.46996	0.69844	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac5	RV3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12109	78058	0	95710	60406	0	35304	23124	21357	0	1767	24.16	35.36	NaN	5.01	10893	686293	60379	8.8	10036	16.62	94126	41583	40739	44.18	47.88	12644	30.41	+	0.66651	0.9371	0.46276	0.69159	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac6	RV3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11897	79460	0	97719	61201	0	36518	23186	21524	0	1662	23.73	35.17	NaN	4.55	11184	655963	61745	9.41	10014	16.22	93919	42585	41758	45.34	48.85	12685	29.79	+	0.67157	0.94467	0.475	0.71755	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac7	RV3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12116	78178	0	96581	59775	0	36806	23035	21330	0	1705	23.85	35.68	NaN	4.63	10827	654239	60490	9.25	10059	16.63	91469	41081	40317	44.91	48.22	12516	30.47	+	0.67333	0.94734	0.47353	0.71909	
20160721_QEp2_SoDo_SA_LC12-13_RV3-frac8	RV3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12243	76824	0	95386	58262	0	37124	22508	20730	0	1778	23.6	35.58	NaN	4.79	10651	635734	59325	9.33	9735	16.41	87965	40182	39414	45.68	49.3	12278	30.56	+	0.66998	0.93558	0.4759	0.71849	
20160721_QEp2_SoDo_SA_LC12-13_RV4_160731142828	RV4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11142	85370	0	102601	68139	0	34462	33614	31282	0	2332	32.76	45.91	NaN	6.77	16751	733763	67114	9.15	10839	16.15	107973	47787	46942	44.26	47.91	13867	29.02	+	0.68534	0.96246	0.48034	0.72126	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac1	RV4	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12459	75721	0	92956	58486	0	34470	24115	22374	0	1741	25.94	38.26	NaN	5.05	11216	636351	58929	9.26	9551	16.21	88189	40537	39776	45.97	49.82	12214	30.13	+	0.66027	0.93112	0.47796	0.72927	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac2	RV4	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12361	75663	0	93113	58213	0	34900	23684	21977	0	1707	25.44	37.75	NaN	4.89	11385	632089	59064	9.34	9309	15.76	88348	40546	39853	45.89	49.19	11904	29.36	+	0.67778	0.94656	0.47795	0.71644	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac3	RV4	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12258	74526	0	91369	57683	0	33686	21609	20835	0	774	23.65	36.12	NaN	2.3	10698	609901	57680	9.46	9519	16.5	85073	39478	38810	46.4	49.88	12007	30.41	+	0.66562	0.93092	0.46347	0.69364	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac4	RV4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11997	76042	0	93032	59052	0	33980	23322	21683	0	1639	25.07	36.72	NaN	4.82	11120	640622	58620	9.15	9916	16.92	88082	40126	39323	45.56	48.94	12514	31.19	+	0.65666	0.91678	0.46517	0.69553	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac5	RV4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12248	79125	0	97614	60636	0	36978	24801	23033	0	1768	25.41	37.99	NaN	4.78	11159	619393	60797	9.82	10390	17.09	85688	40642	39833	47.43	50.87	13096	32.22	+	0.64672	0.91407	0.45928	0.69521	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac6	RV4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12532	77457	0	95115	59799	0	35316	23338	21635	0	1703	24.54	36.18	NaN	4.82	10624	624500	59868	9.59	10028	16.75	86315	40469	39569	46.89	50.91	12737	31.47	+	0.6403	0.90878	0.4578	0.70787	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac7	RV4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12318	77971	0	97068	58874	0	38194	24311	22341	0	1970	25.05	37.95	NaN	5.16	10398	645272	59274	9.19	10358	17.47	86323	39254	38479	45.47	48.89	12631	32.18	+	0.66603	0.94513	0.4876	0.75564	
20160721_QEp2_SoDo_SA_LC12-13_RV4-frac8	RV4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12772	75367	0	94004	56730	0	37274	23304	21395	0	1909	24.79	37.71	NaN	5.12	10234	619578	57485	9.28	9909	17.24	82324	37811	37083	45.93	49.58	12188	32.23	+	0.65536	0.92229	0.4778	0.72772	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac2	RV8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12399	79814	0	100263	59365	0	40898	24557	22730	0	1827	24.49	38.29	NaN	4.47	10525	679192	59019	8.69	11455	19.41	83545	37867	36765	45.33	49.92	13679	36.12	+	0.70023	0.98682	0.51733	0.79135	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac3	RV8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12310	78259	0	98232	58286	0	39946	23188	21098	0	2090	23.61	36.2	NaN	5.23	10173	657283	58321	8.87	11104	19.04	83558	37736	36754	45.16	49.4	13284	35.2	+	0.68693	0.97019	0.50878	0.78111	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac4	RV8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12453	78265	0	97965	58565	0	39400	24179	22202	0	1977	24.68	37.91	NaN	5.02	10356	686754	58331	8.49	11263	19.31	85174	37737	36716	44.31	48.46	13346	35.37	+	0.71609	1.0002	0.52976	0.80116	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac5	RV8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12713	77479	0	96748	58210	0	38538	24030	21951	0	2079	24.84	37.71	NaN	5.39	10447	653087	57681	8.83	11103	19.25	81812	37522	36527	45.86	50.41	13342	35.56	+	0.68436	0.95929	0.50166	0.75751	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac7	RV8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12744	77551	0	97485	57617	0	39868	22742	20900	0	1842	23.33	36.27	NaN	4.62	10025	659013	57561	8.73	10905	18.95	82452	37159	36112	45.07	49.76	13130	35.33	+	0.67752	0.95463	0.49364	0.75074	
20160721_QEp2_SoDo_SA_LC12-13_RV8-frac8	RV8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12291	78366	0	97811	58921	0	38890	23685	21832	0	1853	24.22	37.05	NaN	4.76	10434	681868	58354	8.56	11126	19.07	85928	38267	37197	44.53	49.32	13238	34.59	+	0.68366	0.9594	0.49537	0.74281	
20160802_QEp2_SoDo_SA_LC12-13_AFcells	AFcells	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9179	92931	0	101986	83876	0	18110	48908	47217	0	1691	47.96	56.29	NaN	9.34	32965	973978	80490	8.26	9144	11.36	171559	66548	65470	38.79	42.6	13593	20.43	+	0.70767	1.0058	0.50019	0.75007	
20160802_QEp2_SoDo_SA_LC12-13_Ao3	Ao3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8662	89220	0	105372	73068	0	32304	29214	27680	0	1534	27.72	37.88	NaN	4.75	15393	731862	71183	9.73	10977	15.42	116438	51457	50161	44.19	49.16	14939	29.03	+	0.68974	0.9814	0.50536	0.77024	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac1	Ao3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9434	83726	0	99383	68069	0	31314	19739	18806	0	933	19.86	27.63	NaN	2.98	10116	725678	66328	9.14	10634	16.03	106043	47532	46364	44.82	48.82	14190	29.85	+	0.68272	0.95997	0.48619	0.73288	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac2	Ao3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9287	83948	0	99955	67941	0	32014	18093	17272	0	821	18.1	25.42	NaN	2.56	9840	723299	66621	9.21	10788	16.19	106351	47483	46116	44.65	49.19	14252	30.01	+	0.7009	0.98379	0.49297	0.73757	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac3	Ao3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8994	85258	0	100821	69695	0	31126	17148	16490	0	658	17.01	23.66	NaN	2.11	9470	710056	67295	9.48	11077	16.46	107632	48246	46699	44.82	49.65	14861	30.8	+	0.67884	0.95546	0.48282	0.73279	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac4	Ao3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8922	85334	0	101674	68994	0	32680	17251	16501	0	750	16.97	23.92	NaN	2.29	9367	702456	67326	9.58	11063	16.43	106601	47919	46392	44.95	49.75	14734	30.75	+	0.67267	0.95294	0.47381	0.72102	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac5	Ao3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9160	83788	0	99708	67868	0	31840	18181	17433	0	748	18.23	25.69	NaN	2.35	10369	703709	66070	9.39	10937	16.55	105935	47461	45834	44.8	50.08	14373	30.28	+	0.713	1.0082	0.50678	0.76575	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac6	Ao3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9105	83812	0	100873	66751	0	34122	18015	17287	0	728	17.86	25.9	NaN	2.13	9870	682604	65886	9.65	10812	16.41	99649	46259	45037	46.42	51	14254	30.81	+	0.67678	0.95397	0.47476	0.71497	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac7	Ao3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9110	83244	0	98879	67609	0	31270	18185	17437	0	748	18.39	25.79	NaN	2.39	10038	729754	65902	9.03	10715	16.26	104307	47259	45936	45.31	49.91	14259	30.17	+	0.69375	0.97244	0.48873	0.73324	
20160802_QEp2_SoDo_SA_LC12-13_Ao3-frac8	Ao3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9206	82657	0	97390	67924	0	29466	17604	16929	0	675	18.08	24.92	NaN	2.29	9611	728584	65991	9.06	10451	15.84	106493	47822	46590	44.91	49.09	14120	29.53	+	0.67946	0.95602	0.48433	0.73308	
20160802_QEp2_SoDo_SA_LC12-13_Ao4bis	Ao4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8872	88058	0	104147	71969	0	32178	27065	25906	0	1159	25.99	36	NaN	3.6	14382	714412	70256	9.83	10890	15.5	111856	50518	49209	45.16	50.24	14939	29.57	+	0.68766	0.97496	0.50362	0.76249	
20160802_QEp2_SoDo_SA_LC12-13_Ao4-frac1	Ao4frac1match	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9305	82129	0	98989	65269	0	33720	15802	15094	0	708	15.96	23.13	NaN	2.1	8353	688214	64103	9.31	10921	17.04	98305	44459	43250	45.23	49.62	14050	31.6	+	0.68528	0.96366	0.49164	0.74383	
20160802_QEp2_SoDo_SA_LC12-13_Ao8	Ao8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8808	87230	0	102767	71693	0	31074	24749	23631	0	1118	24.08	32.96	NaN	3.6	13538	706765	69199	9.79	11397	16.47	109704	49468	47836	45.09	50.78	15283	30.89	+	0.71506	1.0094	0.52795	0.8009	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac1	Ao8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9993	82886	0	99245	66527	0	32718	17865	16941	0	924	18	25.46	NaN	2.82	9959	666913	66015	9.9	10014	15.17	102659	47173	45966	45.95	50.9	13761	29.17	+	0.65129	0.91442	0.46098	0.69268	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac2	Ao8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9928	83290	0	99027	67553	0	31474	19407	18583	0	824	19.6	27.51	NaN	2.62	11082	690375	66772	9.67	10131	15.17	105317	48355	47138	45.91	50.83	13923	28.79	+	0.67042	0.94458	0.47453	0.7166	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac3	Ao8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10089	82998	0	99190	66806	0	32384	19863	18918	0	945	20.03	28.32	NaN	2.92	11322	693124	66839	9.64	9702	14.52	106146	48081	46769	45.3	50.09	13408	27.89	+	0.67592	0.95112	0.47794	0.71565	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac4	Ao8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10145	82308	0	97779	66837	0	30942	17353	16656	0	697	17.75	24.92	NaN	2.25	9750	705692	65960	9.35	9959	15.1	106296	47541	46335	44.73	49.31	13705	28.83	+	0.68399	0.96231	0.49212	0.74437	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac5	Ao8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10168	81176	0	96448	65904	0	30544	16604	16067	0	537	17.22	24.38	NaN	1.76	9668	668787	64964	9.71	9797	15.08	101203	46692	45615	46.14	51.03	13849	29.66	+	0.67437	0.94946	0.47845	0.72025	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac6	Ao8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10603	80327	0	96683	63971	0	32712	17451	16734	0	717	18.05	26.16	NaN	2.19	9716	648965	63552	9.79	9894	15.57	95450	44538	43454	46.66	51.62	13585	30.5	+	0.67033	0.94325	0.47494	0.72264	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac7	Ao8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10830	79436	0	96135	62737	0	33398	17723	16802	0	921	18.44	26.78	NaN	2.76	9806	666198	62653	9.4	9797	15.64	96533	43716	42630	45.29	50.16	13299	30.42	+	0.68902	0.96103	0.48885	0.73332	
20160802_QEp2_SoDo_SA_LC12-13_Ao8-correct-frac8	Ao8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9091	83396	0	98854	67938	0	30916	15151	14592	0	559	15.33	21.48	NaN	1.81	8950	674774	66555	9.86	10388	15.61	104657	48006	46577	45.87	51.04	14215	29.61	+	0.68071	0.95439	0.48889	0.7365	
20160802_QEp2_SoDo_SA_LC12-13_AV3	AV3	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10601	82374	0	103656	61092	0	42564	15589	14608	0	981	15.04	23.91	NaN	2.3	7510	900345	62824	6.98	10784	17.17	105941	39910	39263	37.67	39.75	13679	34.27	+	0.62059	0.88671	0.41796	0.64363	
20160802_QEp2_SoDo_SA_LC12-13_AV4	AV4	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10248	81347	0	103414	59280	0	44134	12670	12060	0	610	12.25	20.34	NaN	1.38	5984	867397	61573	7.1	10796	17.53	99834	37933	37308	38	40.14	13577	35.79	+	0.6377	0.89681	0.42962	0.64952	
20160802_QEp2_SoDo_SA_LC12-13_AV8	AV8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9958	83580	0	106497	60663	0	45834	13703	12770	0	933	12.87	21.05	NaN	2.04	6696	856863	62277	7.27	11341	18.21	97917	38088	37440	38.9	41.22	14061	36.92	+	0.63049	0.89928	0.42892	0.64879	
