Gene names	Protein IDs	Majority protein IDs	Protein names	RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8
PSMD9	O00233;J3KN29;F5H5V4;F5GX23;O00233-2;F5H7X1;O00233-3;F5H169	O00233;J3KN29;F5H5V4;F5GX23;O00233-2;F5H7X1;O00233-3	26S proteasome non-ATPase regulatory subunit 9	28.5700768877733	28.2896482926731	28.3415110187243	28.6020477897853	28.337773574743	28.6040292710349	27.5151779090511	28.2850241955722	28.4698351156999	28.1778816392793	28.7210696106484	28.2653053539437	28.3712748090409	28.70898828484	28.7958785451481	27.9708714947978	27.7030580388248	27.9197419743534
ATOX1	O00244;E5RIM7;E5RGN3	O00244;E5RIM7;E5RGN3	Copper transport protein ATOX1	27.6961748124338	27.9602482178287	28.4051119812546	28.6292659493667	28.4696798828776	28.1563420477621	27.0756149389409	28.2564241662746	28.503889837301	28.3033887660625	28.6716191318588	26.8683242745438	28.8773635260642	28.279057066536	28.1591363819926	27.8134778583714	27.3478171985075	27.3263742115895
MEN1	O00255;O00255-2;E7EN32;O00255-3;E7ET29;E7ENS2;E7EPR4;Q9GZQ5	O00255;O00255-2;E7EN32;O00255-3;E7ET29	Menin	20.714480312205	NA	22.1691628788154	NA	23.1449936222789	23.3336085240731	21.434611939893	NA	19.7241574252631	21.1349576866913	NA	NA	NA	NA	22.4699329038025	NA	NA	NA
PGRMC1	O00264;O00264-2	O00264;O00264-2	Membrane-associated progesterone receptor component 1	28.9233171472942	29.2232918313061	29.6816223013876	29.5480622772073	29.7385531091773	29.0425216083743	28.6968380900148	28.2770625263071	28.6035695268123	28.6865562551647	28.2822868005614	28.1906997934042	28.4491592270675	27.8530525067579	28.5132587557735	27.7146322793702	28.0300218156334	28.3269313277137
SUPT5H	O00267;O00267-2;M0QYL9	O00267;O00267-2	Transcription elongation factor SPT5	26.3678470297713	26.9539363823526	26.2076371272578	25.7275172968637	25.1781666723813	24.9464594169845	25.2170447706505	24.2588966519541	25.7950858419343	25.8511231806824	26.1245714588878	26.35055117444	24.5936601075226	22.6042201986526	25.3718563901646	NA	26.396155159704	25.6217900887564
TAF4	O00268;A0A0G2JRY5;V9GY14;Q92750;V9GY03;A0A0A0MSA8;J3KTH2	O00268;A0A0G2JRY5	Transcription initiation factor TFIID subunit 4	23.1766534528117	22.4403014488366	NA	23.4075613378863	22.9765046904495	22.2339168687356	NA	NA	NA	NA	NA	NA	27.2087164595628	23.2050844590263	NA	22.6634034837408	NA	NA
DFFA	O00273;K7ERT1	O00273	DNA fragmentation factor subunit alpha	27.9368001130368	27.1018942637397	27.4345992149653	27.2592559335002	27.3808823205639	27.3457886856077	26.1363744380775	27.6621406001466	27.0958721524178	26.5019555989933	27.3826147923009	27.0166957495375	27.1279985702787	26.8742003621754	26.8844845016005	26.9664225430563	26.1495747196086	26.1456350749387
HIP1	O00291;O00291-3;O00291-4;C9JMG5	O00291;O00291-3;O00291-4	Huntingtin-interacting protein 1	27.747912274609	27.0698915733807	27.7500229276288	27.4895299962174	27.4637296543074	26.9239971292585	24.3345635447034	27.0521693431693	27.4455329767631	27.260602442985	27.3053037712248	27.4370625763232	27.3137170225284	27.5243993133787	27.8794100267592	24.9175243239317	25.0076145237636	27.368196836617
CLIC1	O00299	O00299	Chloride intracellular channel protein 1	30.6865395583683	30.3689045196256	29.8926854070128	30.7620045486978	30.2238902021262	31.1161960051881	30.4679129329226	29.9395769277492	30.410641456511	29.9339616825914	29.7841761023103	29.7120263165544	29.5892442985113	29.9198272005612	30.4130653059423	29.880490576936	30.0032990658916	30.7609741937285
TNFRSF11B	O00300;E5RFV7	O00300	Tumor necrosis factor receptor superfamily member 11B	23.5732301943447	24.1737899644225	21.445817099246	NA	23.5384845111494	23.1229575050413	NA	NA	NA	21.5908994918269	24.4241268108746	24.0518375556578	20.4983350239464	NA	NA	24.6377122884933	22.3630578161646	NA
EIF3F	O00303;H0YDT6;E9PQV8	O00303	Eukaryotic translation initiation factor 3 subunit F	28.2618132279465	28.6630233770225	28.5855242586584	28.6490050944107	29.2117593615411	29.0734968745748	28.3264170743148	28.3984811333465	29.0018237117492	28.6965064893419	28.5181456840826	28.5543159369684	27.9076457457424	28.5882436925623	28.4330873312178	28.1740758069835	28.4732460187583	28.4463615109868
WWP2	O00308;O00308-2;O00308-4;H3BS79;H3BPJ8;H3BRX8	O00308;O00308-2	NEDD4-like E3 ubiquitin-protein ligase WWP2	NA	NA	NA	NA	22.3332809428405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDHX	O00330;O00330-3;O00330-2;H0YD97	O00330;O00330-3	Pyruvate dehydrogenase protein X component, mitochondrial	32.3605829364989	31.8741563804758	32.0195948532846	32.1635996883249	32.3780315927411	32.5931462788688	31.6746778772032	32.4293705196922	32.2529048124395	32.4960039018709	32.7957934123607	32.4402547097997	32.6433860846059	32.7109185866559	32.8972987519078	32.4964325595511	32.4704607286836	32.7648935410904
MATN2	O00339;O00339-3;O00339-4;H0YBF2;H0YBN2;H0YBM3;E5RJM4;H0YBV5;H0YBD5	O00339;O00339-3;O00339-4	Matrilin-2	21.2439433160993	21.4064977573568	22.5510050572745	20.8053030372927	21.102070533398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MATN2	O00339-2;H0YBJ4;H0YBU5	O00339-2;H0YBJ4	Matrilin-2	29.9308639563476	30.5600141094614	31.3579381672399	29.8376624571007	29.7577038909491	29.9833213078484	28.6972690569753	28.6562870455266	29.4715803349839	27.9343835849312	28.2010225651582	28.3258597595309	27.8038432866783	26.676536917573	27.6389967282246	26.8446973371439	25.4920389784907	26.5586646543679
QSOX1	O00391;O00391-2;A8MXT8;H0Y5Z8	O00391;O00391-2	Sulfhydryl oxidase 1	27.6451956565854	28.6178239575924	29.0116132555034	28.0093990391756	28.4259441754226	29.2160919562785	27.0485362638359	27.9236571783382	28.4295401270372	26.1151741786235	25.412027588972	25.6831661845437	26.3938663348631	25.8070537735762	26.36250611953	26.8326768123387	24.9737313444089	25.2450321152058
DCTN6	O00399;E5RK00;E5RFU3;E5RIK5;E5RGW9	O00399;E5RK00	Dynactin subunit 6	25.9960418980776	27.0341217277886	26.2097949849839	25.9579702836371	25.9039855227751	26.0077000598879	24.2793759372348	25.4075613378863	24.9610214551111	26.6018707394027	26.8573306829961	25.2574226614528	25.8574256096339	24.995330345176	24.4689267666465	25.3629575233765	26.1845745322148	25.1050958074467
SLC33A1	O00400;H7C577;H7C562	O00400	Acetyl-coenzyme A transporter 1	23.7642560857637	24.6461987543812	26.0206217414806	26.0596557148772	25.0820876289134	24.9197533381386	22.7194815735288	24.5896657746755	24.924518231805	24.4595772024229	23.9790197097406	23.8934696683736	24.4230368956713	23.5061545284057	24.1136251783344	24.6166116588009	22.2917361651727	23.3698614209033
WASL	O00401	O00401	Neural Wiskott-Aldrich syndrome protein	24.7890022314872	25.2320950205571	25.1198507943011	25.1713484681865	25.424607394177	25.1551069627109	24.2487278977772	23.835763617562	25.1779766565706	25.2346917370099	25.1329279787031	25.1569591940072	25.0005832472394	24.5728833787556	24.1823785913009	23.4753118920852	22.88089805541	24.8176796959906
	O00408-2;O00408-6;F5H5P8	O00408-2;O00408-6		26.9809815224427	27.6268664704815	27.4876147275813	26.2242951123284	26.7774349264153	26.9701583891187	24.7559291116119	24.8626369792339	26.0751252534553	26.8843680472241	26.5358475027519	26.5192935889713	23.8921729470118	24.2734831759901	23.9526040488355	23.1073645982904	21.6661372997748	23.1678468722591
IPO5	O00410;O00410-3;H0Y8C6;O00410-2;E7ETV3;C9JMV5;E7EQT5;H0Y3V4;E7EV12;C9JZD8;E7EWK4;E7EX05;C9JZ53;C9JQT6;E7ESA1;E7ESZ1;E7ETV8;C9J875;C9JXE0	O00410;O00410-3;H0Y8C6;O00410-2	Importin-5	30.704048107518	30.7474321497921	30.5393612112434	30.8912083336884	30.5124866115007	31.1699135932147	30.6960255329441	29.8895702005057	30.491996943091	30.2806285937498	30.2610285757935	30.066636515102	29.9184061060403	30.0904306755326	30.439957604247	30.3745120651729	30.1001153392621	29.9370527717072
EEF2K	O00418;H3BRH4	O00418;H3BRH4	Eukaryotic elongation factor 2 kinase	NA	NA	23.2903867747518	23.5039732167145	21.5291235797008	NA	NA	21.3210252474908	23.0364587152367	NA	NA	21.995002481508	21.3700211200022	21.4437448784383	NA	21.8180016575352	23.1928135251147	NA
SAP18	O00422;X6RAL5;H7BZW6;U3KPY7;U3KQ12	O00422;X6RAL5;H7BZW6;U3KPY7	Histone deacetylase complex subunit SAP18	25.3864353690319	26.6236609447517	26.2253620584456	25.2149347822741	26.3100455119918	26.2248470795242	25.0453107353734	25.4713167483282	25.8427807708828	26.7517475317394	25.6325075954888	23.6233260443655	25.2262260743091	25.3687630107923	24.9452987971297	24.2553709497429	24.7187920536073	26.031431817682
IGF2BP3	O00425;O00425-2;F8WD15	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	24.0247906798632	25.1208001179715	24.9382705271931	24.924971211507	25.1627705459802	24.0974001330382	24.4320519707973	23.9126905591185	23.9859829572415	25.0348144078154	25.0647210591239	24.3426557961228	25.1386024182364	25.3997282686892	25.1100840395128	25.0482660125252	24.6547448369517	24.5735191436619
DNM1L	O00429-2;O00429-4;O00429-8;G8JLD5	O00429-2;O00429-4;O00429-8;G8JLD5	Dynamin-1-like protein	30.8880899326573	31.4542972067811	30.9900338946991	30.8768660803263	30.9668488083987	31.0445944183373	30.6532659080258	31.0696483387433	31.0284813397353	31.0683674800975	31.3486826741266	30.8340190577577	31.2241777920885	31.1452803674298	30.4829884553486	30.5448055240405	30.6233120884954	30.3665094859859
RTCA	O00442;O00442-2;A6NIC1	O00442;O00442-2	RNA 3-terminal phosphate cyclase	28.0796383431276	28.1432135558266	27.4373801232438	27.4791572073838	27.5555231979167	27.1238613837949	27.2972786012624	26.863606111428	27.1852742591332	28.2368551432781	27.9161579196866	27.6472560611642	28.310036841715	28.0799434601624	27.5741257489198	28.3429100677871	28.0022262307123	27.2007887751043
PIK3C2A	O00443;A0A0C4DGF9;O00443-2;E9PPP3	O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	24.6204762478626	23.2302268848887	24.1155314041668	23.5852018807104	23.214408655549	23.147153985633	20.5253525745848	22.1253087780584	21.2121092321209	20.9419903748107	24.7986742988268	22.1060389073524	21.588339494885	21.9308109555367	22.2931404393851	22.0065876945096	22.0911331746919	21.6031336954952
PIK3R2	O00459;E9PFP1;V9GYJ4	O00459	Phosphatidylinositol 3-kinase regulatory subunit beta	22.1227205872585	24.0104345416228	24.4093753969157	21.6697743480226	22.6771501276576	22.9225415767145	NA	21.493065790344	NA	21.0661838137493	23.1759076655212	NA	21.3371253326679	20.3415839723812	NA	23.1200960960986	23.1337825281615	21.8768391548405
GOLIM4	O00461;F8W785	O00461;F8W785	Golgi integral membrane protein 4	27.3470568403739	26.7114848659792	27.3574138749636	27.3019944367088	26.7774349264153	27.0188192339375	25.3023605786262	27.1409244522651	27.5405995206354	26.8067342751714	26.8177528753784	25.8677353473033	26.361853842302	26.2843623987253	26.5190835831424	25.7917368221858	25.7883302207426	25.6576913407069
MANBA	O00462;E9PFW2	O00462;E9PFW2	Beta-mannosidase	24.2129700907011	26.1324573684157	25.6336719759536	25.6808078320114	25.5935176430434	24.6765907183614	25.411284173303	22.2535832233172	24.673143416743	23.4551305253812	22.9277041891739	20.6683033138154	24.8314209087182	25.2776744785127	24.9532259575982	24.7139771342515	25.5798326652618	25.1448769638747
TRAF5	O00463;O00463-2;O00463-3	O00463;O00463-2;O00463-3	TNF receptor-associated factor 5	NA	24.610823450074	NA	NA	NA	NA	24.8099015542501	NA	25.3810639151935	23.3046599167936	NA	NA	NA	24.3962368363276	24.1063744382651	NA	NA	NA
AGRN	O00468-6;O00468-3;O00468-7;O00468;O00468-5;O00468-4;A0A087X208;O00468-2;H0Y5U1	O00468-6;O00468-3;O00468-7;O00468;O00468-5;O00468-4;A0A087X208;O00468-2	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	30.2852667783722	30.5641094458711	30.1164439122325	29.8384892207663	30.3603474606618	29.986715406814	29.6306724827229	29.7663556186615	29.8012549394775	29.5187084966829	29.8295803642249	29.3228980948394	29.6735073881535	29.9719952919208	29.6794762068197	29.4963087381919	29.7893940932472	30.0153138067187
PLOD2	O00469-2;O00469;E7ETU9;O00469-3;C9JXZ0;F8WEW3	O00469-2;O00469;E7ETU9;O00469-3	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	22.039791910498	21.6772361713769	18.6243171240801	21.1226258092505	20.4670243687595	NA	22.4398704416775	21.7205465474452	22.8615110231387	19.6214759939423	23.26399008346	19.778475027627	21.8920061411025	21.6507081915235	19.8343753724674	16.629982653954	20.1870088741896	20.7757131503835
MEIS1	O00470-2;O00470;H0YNY8;U3KPR8;F5GYS8;Q99687;H0YNA8;Q99687-3;E9PDC4;A6NDR6;A8K0S8;H0YMV2;U3KQJ9	O00470-2;O00470;H0YNY8;U3KPR8;F5GYS8	Homeobox protein Meis1	NA	NA	NA	NA	NA	NA	NA	22.7338858837278	NA	NA	NA	NA	NA	22.1104743887817	22.7328514118984	NA	NA	NA
EXOC5	O00471;A0A0A0MSI8;F8W9B8;G3V4Z7;G3V377	O00471;A0A0A0MSI8;F8W9B8	Exocyst complex component 5	27.352370950956	27.7250743409939	28.0654813835632	27.4364272727226	27.5503945219116	27.4950318060073	26.7085936925849	27.3973798238003	27.5036245071035	27.1992916209516	27.2673162036239	26.7387946735737	26.8557872490727	25.9838322907731	26.9821790960276	27.277372969286	26.3550795115709	26.5674245144017
BTN3A3	O00478;O00478-2;C9JZT5;C9JUV8;C9JQT8;C9J877;S4R3N0;E9PFB8;C9JNZ3;E7EPR2;C9JVU4;C9J3Q8;E9PJE9	O00478;O00478-2	Butyrophilin subfamily 3 member A3	22.6165443568871	24.3199647815097	23.6073845004964	24.6050684602694	24.306121226257	23.9186165163055	24.4457539657519	23.9661364621424	24.0895015594536	24.2766810334598	23.9722856922315	23.4056151686435	24.0404275253018	23.9625225609598	23.8337386467481	24.43364452537	22.6270056797295	23.669255330734
HMGN4	O00479	O00479	High mobility group nucleosome-binding domain-containing protein 4	NA	25.6353337481176	25.6528865387939	25.3184829558051	26.4654122067034	26.0469764247382	23.8639132613604	24.1398517077367	23.9802407067045	25.9382032127184	24.8690542106014	26.1358266881504	25.9849623334917	26.0379378288632	25.1435930984533	24.3505680347554	24.6575823181843	24.3091088208982
BTN3A1	O00481;O00481-4;O00481-2;O00481-3	O00481;O00481-4;O00481-2;O00481-3	Butyrophilin subfamily 3 member A1	20.497360690796	NA	20.3193722338575	NA	NA	20.5582413219302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFA4	O00483	O00483	Cytochrome c oxidase subunit NDUFA4	33.8123956453582	33.3171613829255	33.2748931055603	32.943250090323	33.6656430607522	33.6773479197189	33.9805662222352	33.984306418874	34.1750401077205	34.0144660474685	34.153608727189	34.1169860604222	34.2899450496524	34.5366429091334	34.2944027898785	33.9349107894103	33.9154528614888	34.2031045471965
PSMD14	O00487;C9JW37	O00487	26S proteasome non-ATPase regulatory subunit 14	28.438887517358	28.0587375203544	27.9937226689575	28.3200164456413	27.8719115340092	28.4970895873912	27.4041375713289	28.2900439550822	28.5351578265575	27.5506880807774	28.1926762172151	27.8572713506755	26.5519936938763	27.9641102665942	27.8104777912134	28.4312550337827	27.6189792479719	27.8411016842711
BIN1	O00499;O00499-3;O00499-5;O00499-2;O00499-6;O00499-11;O00499-10;O00499-9;O00499-7;O00499-8;O00499-4	O00499;O00499-3;O00499-5;O00499-2;O00499-6;O00499-11;O00499-10;O00499-9;O00499-7;O00499-8;O00499-4	Myc box-dependent-interacting protein 1	25.2331927949525	27.0338067632549	27.556985191395	26.8582796684215	26.6905912087338	26.4499778131938	25.2331562159274	25.7602509206369	26.4202442401128	27.2552989068455	26.6777469502956	26.4948029823465	25.5800627739276	25.8225745262458	26.2845036075287	25.5526240726239	26.0289265350873	27.4279829816719
KPNA3	O00505;H0Y4S9	O00505	Importin subunit alpha-4	29.0878792219722	29.5619267132489	29.4676797669469	29.3108819486686	29.1294241340926	29.4748517756594	29.40813252659	29.3671554952884	29.4106010244993	29.0725516742026	29.8246425278141	29.1174103428734	29.2371287610006	29.1200585122385	29.0486401931693	29.428022929478	29.2708395969272	28.6587062175424
STK25	O00506;O00506-3;O00506-2;C9J6L2;C9JCC0;C9J232;H7C279;C9JDH9;C9JJV0;E7EM58;C9K0M6;C9JIH8;C9JFA1;C9JN58	O00506;O00506-3;O00506-2;C9J6L2;C9JCC0;C9J232;H7C279;C9JDH9	Serine/threonine-protein kinase 25	23.3949294551408	24.1649965130726	23.2903867747518	23.8533857091708	23.6070457999336	NA	23.6400869138743	NA	23.3755729679073	NA	24.8566185340515	22.8369002123025	24.0059027354269	21.6559132454472	22.0062452556187	23.3520509714323	NA	23.8863232342459
USP9Y	O00507;O00507-2;H7C2M9	O00507;O00507-2	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	NA	22.732333897691	22.8064048719746	22.9641807907508	NA	23.3979346625799	NA	NA	NA	22.1236048818757	23.0916981556659	23.2047860424277	NA	22.9749655730657	22.3047713067635	NA	21.5602488586766	22.0954858800647
FAAH	O00519	O00519	Fatty-acid amide hydrolase 1	23.4631371781391	22.1378679558589	24.1059749878539	25.8963368389982	22.0929403355395	24.7108282896966	23.0834436179023	20.890670999067	NA	22.0215073257023	NA	NA	21.371457616944	20.8548318675011	20.7993859793679	NA	NA	NA
VWA5A	O00534;O00534-3;B4DHS6;O00534-2;O00534-4	O00534;O00534-3;B4DHS6;O00534-2	von Willebrand factor A domain-containing protein 5A	24.8035107592113	26.4067831852024	25.3236455228898	25.7467853291285	25.9184572897401	24.6802981358249	22.2460910911158	20.1595560280588	NA	23.1908109214248	21.0209989227507	23.7356221282915	21.4362906459004	18.4200013124987	20.1465637039391	21.4835028771083	21.4343065106464	21.6710710749346
PES1	O00541;O00541-2;B5MCF9;B3KXD6;H7BYY8;H7C267	O00541;O00541-2;B5MCF9;B3KXD6	Pescadillo homolog	21.3440249436491	22.4989436481827	22.2333317867903	19.9391946617004	23.2096425527326	22.5628824289668	20.9454952753671	19.4867172008461	20.2774190865437	23.2858796695232	20.9349549252586	20.6726256102981	20.7700766721048	21.5940475397474	20.8800946638425	NA	NA	21.1086571714301
SDCBP	O00560;O00560-3	O00560;O00560-3	Syntenin-1	28.1031457124753	29.3829651585956	28.5863835811711	27.9663675319014	29.1665057212034	28.1145587494336	27.4459275762133	27.947986886731	27.8825618013038	28.8573306829961	29.1141119024759	28.571777347323	28.2928544293712	28.5994961655739	28.7356027620877	27.7916623111527	28.5562543798496	27.5860613952076
PITPNM1	O00562;O00562-2;E9PMZ6;E9PMS0;E9PSD1	O00562;O00562-2	Membrane-associated phosphatidylinositol transfer protein 1	21.9567745881929	21.1489854277348	22.2850330174796	21.9623283881645	21.3496505472773	NA	NA	NA	NA	22.7409212706537	22.8028405450741	24.0089824935623	23.0636682731677	22.8050274470864	22.383109402342	22.629075527879	23.194257288059	NA
MPHOSPH10	O00566;U3KQ48	O00566	U3 small nucleolar ribonucleoprotein protein MPP10	22.4705039780975	24.5250418626972	23.4129966862348	21.8634785068459	23.4391095265539	21.776516566922	NA	22.7584932522605	21.3935161514665	20.5055247103883	23.4213683722407	20.8888888854542	24.2425629898981	22.6216503753077	NA	21.3980651818762	NA	NA
NOP56	O00567;Q5JXT2;H0YDU4;H0Y653	O00567	Nucleolar protein 56	27.8495969481217	27.751300610076	28.6127718358495	27.774610234894	28.536270044612	27.7978583997048	25.8548841684325	27.1574989804952	27.5695699802371	27.1966678568389	26.7283220462979	26.698561185955	26.6486965955234	26.3098547538649	27.2224168426662	26.9185482785008	25.7569471732171	27.1705464510951
CCL21	O00585;Q5VZ73	O00585;Q5VZ73	C-C motif chemokine 21	NA	19.3902865332048	20.8983681539514	NA	20.3716703097117	20.8490385160034	NA	NA	NA	NA	NA	19.4922639616994	NA	NA	NA	NA	NA	NA
MFNG	O00587;O00587-2;A9UJP9;F8WE05;F8WE21;P80365;REV__A9UJQ0;A9UJQ0;REV__A9UJQ1;REV__O00587-2;REV__O00587	O00587;O00587-2	Beta-1,3-N-acetylglucosaminyltransferase manic fringe	21.44839059277	22.1633081629199	24.213266819423	20.9634577546615	23.1875375358657	22.2000029629006	NA	NA	24.5495722391644	NA	NA	NA	NA	NA	NA	NA	NA	NA
PODXL	O00592;O00592-2;G3V0E6	O00592;O00592-2	Podocalyxin	27.6969707089459	26.7080674016385	26.5994606945544	28.0527394247376	27.8639605093927	28.5541695336356	27.3460424057551	27.7596415671911	27.6603054126902	28.3290292953789	28.6206929742374	28.0212044238498	28.1238613837949	27.6669553522195	27.9473738632375	26.9948557815304	27.4169148867123	27.7828178895572
FCN1	O00602;A0A087WVE2	O00602	Ficolin-1	23.337560929	NA	22.054340666703	22.7971311188935	24.4259841797217	24.4641348925917	24.2446692734643	NA	NA	21.3584773603634	NA	NA	22.8537664177205	NA	NA	NA	26.2417087057454	NA
CYR61	O00622;A0A087WVM3	O00622;A0A087WVM3	Protein CYR61	21.8549459761797	24.7657235507255	24.4078854443376	24.3666637209443	21.9195442301595	23.009341370802	NA	24.2437254576375	23.2139045795868	23.8951351707864	20.0407285082853	27.328601386421	24.8207500387617	20.1438266135269	23.7646610527954	26.7930277356857	NA	NA
PIR	O00625	O00625	Pirin	27.0204097986213	26.8612412309035	26.3242809616743	27.5611437630033	26.7482962594512	26.3427236062819	26.1046760096641	25.6381820012343	23.7819679660944	26.7972399869726	26.5423276796546	24.1858602556464	25.9000510543745	25.9658723370922	24.8751148776689	23.9281380932974	23.8725809517546	25.1297876731814
KPNA4	O00629;H7C4F6	O00629	Importin subunit alpha-3	28.2199271315178	28.2828170244653	28.5161553192838	28.4687481350187	27.8969488428106	28.9567081316027	28.2182649338856	28.2398620878612	28.3923520809614	28.6375810178881	28.5946996722437	28.5876716059937	28.5218187639532	28.5835530452337	28.870471821111	29.3873478454485	28.5693164596629	28.4764171183396
NTN3	O00634	O00634	Netrin-3	NA	23.1318218009179	22.9813909867034	22.2553997658945	NA	21.4424292432918	NA	25.3530611913747	24.8728157615793	NA	23.5061545284057	NA	NA	NA	29.7915536423308	NA	24.6628604434811	NA
TRIM38	O00635	O00635	E3 ubiquitin-protein ligase TRIM38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.0004972881104
NFIB	O00712-5;Q5VW30;Q5VW26;O00712;A0A0A0MRX8;Q5VW27;O00712-4;U3KPY9;A0A087WXP2;Q5W0Y9;O00712-2	O00712-5;Q5VW30;Q5VW26;O00712;A0A0A0MRX8;Q5VW27;O00712-4	Nuclear factor 1 B-type;Nuclear factor 1	26.1633657528541	27.0594081693995	26.9846799057837	26.1963114065438	26.650752009806	25.7841168047729	25.4592957772176	24.0912784766472	25.58511590109	25.1730274405988	26.3825158499409	24.3361311360205	26.2753316914738	26.1439822692471	25.6322024833425	26.1937386020532	25.4165122703948	24.3873889344091
PPP6C	O00743;O00743-3;Q5T1S7	O00743;O00743-3	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	25.3646615532904	25.4706032722949	24.8521477120961	25.0068872618775	25.8351853444402	25.4998439411125	24.7556744839191	24.1239205700697	25.5041551187099	25.1445269320525	24.8530049001305	24.0133342606996	25.0352760098046	23.506517759923	24.8135267873378	25.641272762465	25.124196740585	25.5366480035092
WNT10B	O00744;O00744-2;C9J3H3;B5MCC8	O00744	Protein Wnt-10b	24.4420874879056	23.6951926016461	23.9122337064465	25.3624225107234	23.8397089591355	24.7305004041937	NA	NA	NA	25.7212717413782	22.5587784950007	NA	23.3341543275568	23.698269729734	26.2128217034507	22.5846515225746	23.9138776994539	NA
MAN2B1	O00754;O00754-2;M0QZ24;M0R2P5;M0R174;M0QZG6;M0QYZ1	O00754;O00754-2	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	26.1395394867668	26.2804383308425	25.9456113635676	27.3078242186375	27.0151010825896	25.4717508653966	22.7008536871308	24.9093979862761	23.4957028127824	25.1071730074435	25.8691248299794	23.6989055583211	23.6986936465932	25.6661969086665	24.5422095808464	25.2926350581185	24.6568734708986	22.4144168523926
FBP2	O00757	O00757	Fructose-1,6-bisphosphatase isozyme 2	25.5710033440534	26.3200853282721	24.2902461406394	26.0969981897484	NA	25.3640603607656	22.6439002166616	23.5091786670238	24.7932262352789	27.4056800832666	24.231106308897	NA	NA	NA	NA	NA	25.3085534575805	NA
ACACB	O00763;O00763-3;O00763-2;F8W8T8;H0YGH5;S4R3S7;A0A087WUA1;F5H5C3	O00763;O00763-3;O00763-2	Acetyl-CoA carboxylase 2;Biotin carboxylase	25.7762806097205	23.7400565923968	27.5907795933924	26.976399802772	27.179685898575	27.5008165991914	28.3671554952884	28.8288392524475	27.6881916045273	28.5427778426935	27.6285360955585	28.2226471542902	29.096274409507	26.7784379298734	27.3587556829226	27.7546172984869	24.0638163676226	27.7126003603469
PDXK	O00764;F2Z2Y4;O00764-3;O00764-2;A8MV33	O00764;F2Z2Y4;O00764-3;O00764-2	Pyridoxal kinase	28.6839492158771	28.7747044804355	28.3654043479802	28.7690072841805	28.5659803278819	28.6114708592558	28.3755895383239	28.4170356497007	28.5937384569901	28.6262746812736	28.8585760983966	29.4210352386897	28.8754313057081	28.8565294907112	28.9852229869273	28.9093636490663	28.8600277255097	28.3989703345292
SCD	O00767	O00767	Acyl-CoA desaturase	NA	26.3369653541214	24.2106683714579	24.050260522116	25.0797298850138	24.7766571188283	26.1182473927473	26.5814713892173	NA	23.0638657290629	25.0307795999672	NA	23.5674390215039	NA	23.3109122766388	NA	NA	NA
PPAP2A	O14494	O14494	Lipid phosphate phosphohydrolase 1	23.2494514521536	NA	24.4576373809918	23.9120509248624	NA	21.7873988440079	NA	23.1223098375808	23.5475733134039	24.1969304480818	24.6416862013676	23.9187984680072	NA	22.7094826881152	NA	NA	NA	NA
PPAP2B	O14495	O14495	Lipid phosphate phosphohydrolase 3	26.4847447301705	26.9608005724588	26.3795774689574	26.6208677298601	27.3631079599442	26.344129948342	26.5837682176282	26.747528187539	26.6125960967435	26.7462471582941	27.2481668934329	26.9987339963413	26.9263745454091	26.5334581848621	26.5008773685535	26.6657362304749	26.5804653757994	26.4618422387105
ARID1A	O14497;O14497-2;O14497-3;H0Y488;A0A087WUV6;H0YEW5;H0YCU6	O14497;O14497-2;O14497-3;H0Y488	AT-rich interactive domain-containing protein 1A	24.0169082386815	24.2795176349259	25.5242348943186	25.3452641891962	24.7974379078895	24.4142232756711	NA	21.3781424218711	23.7592859921216	23.9134212226139	21.7834075421735	24.7662797851289	25.1201277449055	23.5610417661111	23.2131629713124	NA	NA	23.742525728062
ISLR	O14498;H0YN67	O14498;H0YN67	Immunoglobulin superfamily containing leucine-rich repeat protein	26.7563364224675	27.6369244856378	27.4971657451784	27.2317838325526	26.4546600046266	26.8344862883578	25.3352453154457	26.2545962999973	27.3922292339318	25.5373888120868	26.522290339334	25.4324343442532	23.520972536008	24.063322660309	24.576059405305	22.2384140696385	24.4884884054603	24.5092995008143
